URL	Pret	Tip procesor:	Chipset video:	Video:	CPUMark	GPUMark	Capacitate HDD:	Tip unitate stocare:	Memorie:	Greutate (Kg):	Sistem de operare:
http://www.cel.ro/calculatoare-desktop/desktop-dell-xps-8900-mt-i7_6700-2tb-16gb-radeon-r9-370-4gb-win10-l/	6379	ntel core i7 6700	amd	r9 370	-	4248	2000		16	13.8 kg	windows 10
http://www.cel.ro/calculatoare-desktop/diaxxa-office-intel-core-i5_6402p-2.8ghz-1tb_7200rpm-8gb-l/	1599	intel core i5 6402p 			6498	-	1000		8		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-acer-aspire-xc_704-quad_core-n3150-500gb-4gb-dvdrw-l/	979	intel celeron n3150	intel	intel hd 	1680	311	500		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-490-g2-i7_4790-1tb-4gb-win8-pro-l/	3459	intel core i7 4790 	intel	hd  4600	11204	706	1000		4	6.5 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-5040-sff-i7_6700-500gb-8gb-win10pro-l/	3899	intel core i7 6700	intel	intel hd  530	11003	964	500		8	4.48kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-400-g2-mt-dual-core-g3250-500gb-4gb-dvdrw-win8pro-l/	2049	intel pentium g3250	intel	intel hd 	3328	311	500		4	6.5 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-asus-rog-tytan-g30ak_ro020d-i7_4790k-1tbplus128gb-16gb-gtx960-2gb-l/	6744	intel core i7 4790k 	nvidia	gtx960	11204	5938	128		16	9 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-asus-rog-g11cb_ro005d-i7_6700-1tbplus256gb-16gb-gtx970-4gb-bluray-l/	6699	intel core i7 6700	nvidia	gtx 970	11003	8666	1000		16	9.78kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-700_24ish-aio-i5_6400-2tbplus8gb-8gb-gtx950a-2gb-fhd-l/	3499	intel core i5 6400	nvidia	gtx950a	5286	1484	2000		8	8.5	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-vostro-3900-mt-i3_4170-500gb-4gb-l/	1649	intel core i3 4170	intel	intel hd  4400	4583	547	500		4	7.2	linux
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-m900z-i7_6700-500gb-4gb-win10pro-fhd-touch-l/	6254	intel core i7 6700	intel	intel hd  530	11003	964	500		4	7,8	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-aio-a740-i7_5557u-1tbplus8gb-8gb-gtx950a-2gb-win10-qhd-touch-l/	8059	intel core i7 5557u 	nvidia	gtx950a	4935	1484	1000		8	8.9kg	windows 10
http://www.cel.ro/calculatoare-desktop/mini_pc-lenovo-ideacentre-200_01bw-i3_5005u-500gb_5400rpm-4gb-l/	1199	intel core i3 5005u	intel	intel hd 	2910	311	500		4	1 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7440-aio-i5_6500-500gb-4gb-win10pro-fullhd-l/	5394	intel core i5 6500	intel	intel hd  530	5736	964	500		4	7.21	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300s-dual-core-n3050-500gb-4gb-dvdrw-l/	1024		intel hd 		-	311	500	hdd	1 x 4	5.9	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-285-g2-amd-a6_5400b-1tb-4gb-dvdrw-l/	869	a6 5400b	amd	hd 7540d	-	518	1000		4	6.11	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i5_6500-500gb-8gb-l/	3444	intel core i5 6500	intel	intel hd  530	5736	964	500		8	8kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-fujitsu-esprimo-p420-i5_4460-1tb-4gb-l/	2144	intel core i5 4460	intel	hd  4600	6350	706	1000		4	9 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-asus-m32ad-i5_4460-1tb-4gb-nvidia-gtx750-1gb-dvdrw-l/	2349	intel core i5 4460 	nvidia	gtx750	6350	3684	1000		4	8.29 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-asus-k31am_j-dual-core-j1800-500gb-4gb-dvdrw-l/	1049	intel celeron  j1800	intel hd 		1030	311	500		4	8.7kg	fara sistem
http://www.cel.ro/calculatoare-desktop/apple-mac-pro-six_core-xeon-e5-3.5ghz-256gb-16gb-d500-3gb-int-l/	19469	intel xeon  e5 1650v2	firepro d500		-	-	256		16	5 kg	mac os
http://www.cel.ro/calculatoare-desktop/apple-imac-27-i5-3.2ghz-1tb-8gb-radeon-r9-m390-2gb-os-x-el-capitan-5k-retina-int-l/	9749	intel core i5	amd	r9 m390	2197	-	1000		8	9.54	mac os
http://www.cel.ro/calculatoare-desktop/desktop-dell-xps-8900-i7_6700-2tb-16gb-win10-l/	6589	ntel core i7 6700	intel	intel hd  530	-	964	2000		16	13.8 kg	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-hp-z240t-xeon-e3_1245v5-2tbplus256gb-16gb-win10pro-l/	6859	intel xeon e3 1245 v5	intel	intel hd  p530	-	933	256		16	8.6	windows 10 pro
http://www.cel.ro/calculatoare-desktop/diaxxa-warrior-i7_4790-3.6ghz-1tb_7200rpm-8gb-gtx950-2gb-l/	3399	intel core i7 4790 	nvidia	gtx 950 oc	11204	-	1000		8	5.1 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/diaxxa-office-i3_6098p-3.6ghz-500gb_7200rpm-4gb-l/	1199	intel core i3 6100 			3820	-	500		4		fara sistem
http://www.cel.ro/calculatoare-desktop/diaxxa-office-skylake-i5_6400-2.7ghz-1tb_7200rpm-8gb-500w-l/	1699	intel core i5 6400 			5286	-	1000		8		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7020-mt-i5_4590-500gb-8gb-win7pro-l/	3519	intel core i5 4590 	intel	hd  4600	6953	706	500		8	9.4 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3030-aio-i5_4590s-1tb-8gb-win7-pro-v2-l/	3949	intel core i5 4590s 	intel	hd  4600	6953	706	1000		8	6.33 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-600-g1-sff-i3_4160-500gb-4gb-dvdrw-win8-l/	3149	intel core i3 4160	intel	hd  4400	4383	547	500		4	7.6 kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-asus-rog-tytan-g30ak-i7_4790k-1tb-16gb-gtx760-3gb-l/	4699	intel core i7 4790k	nvidia	gtx760	11204	5068	1000		16	14.36 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-maguay-gamepower-junior-i5_4460-1tb_7200rpm-8gb-gtx750-2gb-l/	2604	intel core i5 4460 	nvidia	gtx750	6350	3684	1000		8		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-400-g3-mt-i5_6500-500gb-4gb-l/	1999	intel core i5 6500	intel	intel hd  530	5736	964	500		4	7.05 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-z240t-i7_6700-1tb-8gb-win10pro-l/	5124	intel core i7 6700	intel	intel hd  530	11003	964	1000		8	8.6	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-280-g1-mt-i3_4160-500gb_7200rpm-4gb-l/	1854	intel core i3 4160 	intel	hd  4400	4383	547	500		4	7 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-9020-mt-i5_4590-500gb-8gb-l/	3029	intel core i5 4590 	intel		6953	-	500		8	9.4 kg	
http://www.cel.ro/calculatoare-desktop/desktop-maguay-gamepower-junior-i3_4170-1tb_7200rpm-4gb-gt730-2gb-l/	1769	intel core i3 4170 	nvidia	gt730	4583	-	1000		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-maguay-expertstation-dual-core-g1840-500gb_7200rpm-4gb-l/	849	intel celeron  g1840	intel	intel hd 	2971	311	500		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-5040-mt-i5_6500-500gb-4gb-win8pro-l/	3299	intel core i5 6500	intel	intel hd  530	5736	964	500		4	8kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e73-twr-i5_4460s-1tb_7200rpm-8gb-win7-pro-l/	2749	intel core i5 4460s 	intel	hd  4600	6350	706	1000		8	7.5 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3030-aio-i5_4590s-500gb_7200rpm-4gb-touch-win8.1pro-l/	4144	intel core i5 4590s 	intel	hd  4600	6953	706	500		4	6.33 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i7_6700-1tb-8gb-radeon-r7-350x-4gb-dvdrw-win10pro-l/	4599	intel core i7 6700	amd	r7 350x	11003	-	1000		8	8kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-z640-xeon-e5_2620v3-2tbplus512gb-32gb-win10pro-l/	10899	intel xeon e5 2620 v3			-	-	2000		32	15	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-fujitsu-esprimo-d556-e85plus-i5_6400-500gb-4gb-win10pro-l/	2804	intel core i5 6400	intel	intel hd  530	5286	964	500		4	8	windows 10 pro
http://www.cel.ro/calculatoare-desktop/mini_pc-dell-optiplex-7040-i7_6700t-128gb-8gb-win10pro-l/	4689	intel core i7 6700t	intel	intel hd  530	8951	964	128		8	1.28	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-z230-sff-e3_1225v3-500gb_7200rpm-4gb-win7-pro-l/	3144	intel xeon  e3 1225 v3	intel	hd  p4600	-	604	500		4	7.2 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-700_27ish-i7_6700-2tbplus8gb-8gb-gtx950a-2gb-fhd-touch-l/	4999	intel core i7 6700	nvidia	gtx950a	11003	1484	2000		8	10.6	fara sistem
http://www.cel.ro/calculatoare-desktop/apple-mac-pro-quad_core-xeon-e5-3.7ghz-256gb-12gb-d300-2gb-ro-l/	14509	intel xeon  e5 1620v2	firepro d300		-	-	256		12	5 kg	mac os
http://www.cel.ro/calculatoare-desktop/mini_pc-intel-nuc-kit-boxnuc6i5syh-i5_6260u-nohdd-noram-l/	1849	intel core i5 6260u	intel	intel hd  520	4330	788	nohdd		noram		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-maguay-gamepower-z170-i5_6600k-2tb_7200rpm-16gb-gtx970-oc-4gb-l/	5614	intel core i5 6600k	nvidia	gtx970 directcu ii oc	7801	-	2000		16		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-xps-8700-i7_4790-1tb-16gb-nvidia-gtx745-4gb-dvdrw-win10-l/	4974	intel core i7 4790 	nvidia	gtx 745	11204	2159	1000		16	13.8 kg	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-5040-sff-i5_6500-500gb-4gb-dvdrw-win10pro-l/	2899	intel core i5 6500	intel	intel hd  530	5736	964	500		4	4.48kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300s-i7_4790s-1tb-4gb-nvidia-gt720-2gb-dvdrw-l/	2799	intel core i7 4790s	nvidia	gt720	9623	-	1000		4	4.2	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7020-mt-i7_4790-500gb-8gb-win7-pro-l/	3904	intel core i7 4790 	intel	intel hd  4600	11204	710	500		8	9.4 kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7020-mt-i7_4790-500gb_7200rpm-8gb-win7-pro-l/	3904	intel core i7 4790 	intel	hd  4600	11204	706	500		8	9.4 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-5040-mt-i5_6500-500gb-8gb-dvdrw-l/	2939	intel core i5 6500	intel	intel hd  530	5736	964	500		8	8kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e50_00-mt-quad-core-j2900-500gb_7200rpm-4gb-dvd_rw-l/	999	intel pentium  j2900	intel	hd 	2059	-	500		4	9.58kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-1tb_7200rpm-8gb-win7-pro-l/	2949	intel core i5 4590 	intel	hd  4600	6953	706	1000		8	9.4 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-5810-mt-xeon-e5_1620-v3-1tb-16gb-quadro-k4200-4gb-win8pro-l/	11744	intel xeon  e5 1620 v3	nvidia	quadro k4200	-	4428	1000		16		windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/mini_pc-lenovo-thinkcentre-m600-tiny-dual-core-n3050-500gb-2gb-win10pro-l/	1924	intel celeron n3050	intel	intel hd 	899	311	500		2	1.3	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-twr-i3_6100-500gb-4gb-dvdrw-win10pro-l/	3389	intel core i3 6100	intel	intel hd  530	3820	964	500		4	9,43 kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-3620-mt-xeon-e3_1240v5-2x1tb-16gb-quadro-k620-2gb-win7pro-l/	6499	intel xeon e3 1240 v5	nvidia	quadro k620	-	2263	2000		16	9.1	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-1tb_7200rpm-8gb-win8pro-l/	3229	intel core i5 4590 	intel	hd  4600	6953	706	1000		8	9.4 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e73-sff-i5_4460s-500gb_7200rpm-4gb-win7-pro-l/	2899	intel core i5 4460s 	intel	intel hd  4600	6350	710	500		4	6 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i7_6700-1tb-8gb-radeon-r7-350x-4gb-win10pro-l/	5394	intel core i7 6700	amd	r7 350x	11003	-	1000		8	8kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-sff-i5_4590-500gb_7200rpm-8gb-win7propluswin8.1-l/	3159	intel core i5 4590 	intel	hd  4600	6953	706	500		8	6 kg	windows 8.1
http://www.cel.ro/calculatoare-desktop/desktop-dell-vostro-3900-mt-i5_4460-500gb-4gb-l/	2099	intel core i5 4460	intel	intel hd  4600	6350	710	500		4	7.2	linux
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7020-mt-i3_4160-500gb_7200rpm-4gb-dvdrw-l/	1799	intel core i3 4160 	intel	hd  4400	4383	547	500		4	9.4 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-asus-k31an_ro005d-quad-core-j2900-1tb-4gb-dvdrw-resigilat-l/	899	intel pentium  j2900	intel	intel hd 	2059	311	1000		4	5.3 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7020-mt-i7_4790-500gb-8gb-l/	3199	intel core i7 4790 	intel	hd  4600	11204	706	500		8	9.4 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-hp-280-g1-mt-dual-core-g3250-500gb_7200rpm-4gb-win8-pro-l/	2039	intel pentium  g3250	intel	hd 	3328	-	500		4		windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300-aio-i5_6200u-1tb-4gb-gt920a-2gb-fullhd-touch-l/	3299	intel core i5 6200	nvidia	gt920a	3917	-	1000		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-asus-k31an_ro005d-quad-core-j2900-1tb-4gb-dvdrw-l/	999	intel pentium  j2900	intel	intel hd 	2059	311	1000		4	5.3 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-7810-dual-xeon-e5_2650v3-1tb-plus256gb-32gb-quadro-k5200-8gb-win7pro-l/	27794	intel xeon e5 2650 v3	nvidia	quadro k5200	-	6139	1000		32		windows 8.1
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-sff-i5_6500-500gb-4gb-win8pro-l/	3924	intel core i5 6500	intel	intel hd  530	5736	964	500		4	4.48kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-y900-i5_6600k-2tbplus8gb-256gb-16gb-gtx-980-4gb-win10-l/	6999	intel core i5 6600k	nvidia	gtx980	7801	11578	2000		16	15	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-dual-core-g3240-500gb-4gb-l/	1629	intel pentium  g3240	intel	hd 	3276	-	500		4	9.4 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-hp-280-g2-mt-i3_6100-500gb-4gb-dvdrw-l/	1599	intel core i3 6100	intel	intel hd  530	3820	964	500		4	6,11	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-sff-i5_6500-500gb-8gb-win7pro-l/	3709	intel core i5 6500	intel	intel hd  530	5736	964	500		8	7,6kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-9020-mt-i5_4590-500gb-4gb-win8-l/	3594	intel core i5 4590 	intel	hd  4600	6953	706	500		4	9.4 kg	windows 8.1
http://www.cel.ro/calculatoare-desktop/desktop-dell-precision-3620-mt-xeon-e3_1240v5-1tb-8gb-k2200-4gb-win10-l/	6754	intel xeon e3 1240 v5	nvidia	quadro k2200	-	3422	1000		8	9.1	windows 10
http://www.cel.ro/calculatoare-desktop/mini_pc-dell-alienware-alpha-base-sff-i5_4590t-1tb-8gb-nvidia-gtx-2gb-win8-l/	3464	intel core i5 4590t	nvidia	gtx	5484	-	1000		8	2kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-600-g1-sff-i5_4570-500gb-4gb-win7-pro-l/	3574	intel core i5 4570 	intel	hd  4600	6485	706	500		4	7,6 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-600-g2-sff-i5_6500-500gb-8gb-win7pro-l/	3804	intel core i5 6500	intel	intel hd  530	5736	964	500		8	7,6 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/diaxxa-office-i3_4170-3.7ghz-1tb-8gb-ddr3-1600mhz-l/	1299	intel core i3 4170		intel hd  4400	4583	547	1000		8	3.3kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-twr-i5_6500-128gb-8gb-win10pro-l/	3969	intel core i5 6500	intel	intel hd  530	5736	964	128		8	9,43 kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-fujitsu-esprimo-e420-i5_4460-500gb-8gb-nvidia-gt630-2gb-win7pro-l/	4579	intel core i5 4460	nvidia	gt630	6350	-	500		8	9	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020mt-i5_4590-500gb-4gb-l/	2329	intel core i5 4590 	intel	hd  4600	6953	706	500		4	9.4 kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-sff-i5_6500-500gb-8gb-win10-l/	3999	intel core i5 6500	intel	intel hd  530	5736	964	500		8	4.48kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-9020-mt-i7_4790-1tb-8gb-win8pro-l/	5409	intel core i7 4790 	intel hd  4600		11204	710	1000		8	9.4 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-1tb_7200rpm-8gb-win7propluswin8.1-l/	2899	intel core i5 4590 	intel	hd  4600	6953	706	1000		8	9.4 kg	windows 8.1
http://www.cel.ro/calculatoare-desktop/desktop-acer-aspire-au5_710-aio-i5_6400t-1tb-8gb-gtx940-2gb-win10-fullhd-l/	4749	intel core i5 6400t	nvidia	gtx940	5286	-	1000		8	12.5	windows 10
http://www.cel.ro/calculatoare-desktop/diaxxa-buget-skylake-g4400-3.3ghz-1tb_7200rpm-4gb-500w-plus-monitor-led-philips-l/	1349	intel pentium  g4400			3686	-	1000		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-fujitsu-esprimo-ph556-i3_6100-500gb-sshd-4gb-dvdrw-l/	1694	intel core i3 6100	intel	intel hd  530	3820	964	500		4	9	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g1-sff-i5_4570-500gb-4gb-radeon-hd-8490-1gb-win8-l/	3474	intel core i5 4570 	amd	hd 8490	6485	381	500		4	7,6 kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-m73-twr-i3_4160-500gb-4gb-dvdrw-l/	1749	intel core i3 4160	intel	intel hd  4400	4383	547	500		4	9.39 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-asus-rog-g11cb_ro003t-i7_6700-1tbplus8gb-sshd-8gb-gtx960-2gb-win10-l/	4599	intel core i7 6700	nvidia	gtx 960	11003	5938	1000		8	9.78kg	windows 10
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-700_22ish-i3_6100t-1tbplus8gb-4gb-gtx930a-2gb-fullhd-l/	2699	intel core i3 6100t	nvidia	gtx930a	4788	-	1000		4	7.5	fara sistem
http://www.cel.ro/calculatoare-desktop/diaxxa-best-buy-dual-core-g1820-2.7ghz-500gb-4gb-ddr3-1600mhz-l/	769	intel celeron core		intel hd 	-	311	500		4	3.3 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-sff-i5_4590-500gb_7200rpm-4gb-ubuntu-l/	2229	intel core i5 4590 	intel	hd  4600	6953	706	500		4	6 kg	ubuntu
http://www.cel.ro/calculatoare-desktop/desktop-asus-et2230int_b015q-aio-i5_4460t-1tb-4gb-gt820m-1gb-touch-win8-resigila-l/	3199	intel core i5 4460t 	nvidia	gt820m	4876	-	1000		4	7.22 kg	windows 8 (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-5040-mt-i5_6500-500gb-4gb-win7pro-l/	2994	intel core i5 6500	intel	intel hd  530	5736	964	500		4	8kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-asus-rog-tytan-g30ak-i7_4790k-1tbplus128gb-16gb-gtx760-2gb-l/	5224	intel core i7 4790k	nvidia	gtx760	11204	5068	1000		16	14.36 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-z240t-xeon-e3_1240v5-1tb-8gb-win10pro-l/	5014	intel xeon e3 1240 v5			-	-	1000		8	8.6	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-b5030-aio-i7_4785t-1tb-8gb-gt840m-2gb-fullhd-l/	3999	intel core i7 4785t 	nvidia	gt840m	7486	-	1000		8	8.6 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g1-twr-i7_4790-500gb-4gb-l/	3504	intel core i7 4790	intel hd  4600	intel	11204	710	500		4	9.3	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e73-mt-i3_4160-500gb-4gb-dvdrw-l/	1699	intel core i3 4160 	intel	intel hd  4400	4383	547	500		4	7.5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-1tb-8gb-dvdrw-ubuntu-l/	2604	intel core i5 4590 	intel	intel hd  4600	6953	710	1000		8	9.4 kg	linux
http://www.cel.ro/calculatoare-desktop/mini-pc-intel-nuc-kit-boxnuc5i5ryh-i5_5250u-nohdd-noram-l/	1984	intel core i5 5250u 	intel	4k hd  6000	3631	-	nohdd		noram		fara sistem
http://www.cel.ro/calculatoare-desktop/apple-mac-mini-intel-dual_core-i5-1.4ghz-500gb-4gb-int-l/	2379	intel core i5	intel	hd  5000	2197	593	500		4	1.19 kg	mac os
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-sff-i7_6700-256gb-8gb-win10pro-l/	4714	intel core i7 6700	intel	intel hd  530	11003	964	256		8	7.6 kg	windows 10 pro
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-300s-i5_4460s-1tb-4gb-l/	1869	intel core i5 4460s	intel	intel hd  4600	6350	710	1000		4	5.9	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-7040-mt-i7_6700-500gb-4gb-l/	3399	intel core i7 6700	intel	intel hd  530	11003	964	500		4	8kg	linux
http://www.cel.ro/calculatoare-desktop/mini_pc-intel-nuc-kit-nuc5i7ryh-i7_5557u-nohdd-noram-l/	2369	intel core i7 5557u	intel iris  6100		4935	946	nohdd		noram		fara sistem
http://www.cel.ro/calculatoare-desktop/diaxxa-pro-buget-dual-core-j1800-2.4ghz-500gb-2gb-ddr3-l/	629	intel celeron j1800		intel hd 	1030	311	500		2	3.3kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-vostro-3900-mt-i5_4460-1tb-8gb-nvidia-gtx745-4gb-l/	2649	intel core i5 4460	nvidia	gtx745	6350	2159	1000		8	7.2	linux
http://www.cel.ro/calculatoare-desktop/desktop-acer-veriton-z4710g-i3_4160-1tb-4gb-gt705-1gb-dvdrw-win8pro-fhd-l/	3114	intel core i3 4160	nvidia	gt705	4383	-	1000		4		windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-s200z-aio-quad-core-n3700-500gb-4gb-win10pro-hdplus-l/	2244	intel pentium n3700	intel	intel hd 	1879	311	500		4	6.71	windows 10 pro
http://www.cel.ro/calculatoare-desktop/diaxxa-vishera-fx_6300-1tb_7200rpm-4gb-gt_730-4gb-l/	1499	fx 6300 x6 6 core	nvidia	gt 730	-	928	1000		4		fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-dell-optiplex-3020-mt-i5_4590-500gb_7200rpm-4gb-3-ani-garantie-l/	2214	intel core i5	intel	hd 4600	2197	706	500		4	9.4kg	linux
http://www.cel.ro/calculatoare-desktop/desktop-asus-k31bf_ro005d-a10_6700-1tb-8gb-r9-255-2gb-dvdrw-l/	1789	a10 6700	amd	r9 255	-	1802	1000		8	8.6kg	fara sistem
http://www.cel.ro/calculatoare-desktop/apple-mac-mini-intel-dual_core-i5-2.8ghz-1tb-fusion-8gb-int-l/	4694	intel core i5	intel	iris graphichs	2197	-	1000		8	1.22 kg	mac os
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-thinkcentre-e73-mt-i5_4460s-1tb_7200rpm-8gb-win7-pro-l/	2799	intel core i5 4460s 	intel	hd  4600	6350	706	1000		8	7.5 kg	windows 8 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-lenovo-ideacentre-c40_30-aio-i3_5005u-1tb-4gb-gt820a-2gb-dvd_rw-fhd-l/	2699	intel core i3 5005u	nvidia	gt820a	2910	-	1000		4	5,5 kg	fara sistem
http://www.cel.ro/calculatoare-desktop/desktop-hp-elitedesk-800-g2-twr-i7_6700-500gb-8gb-win7pro-l/	4409	intel core i7 6700	intel	intel hd  530	11003	964	500		8	9,43 kg	windows 7 professional (64bit)
http://www.cel.ro/calculatoare-desktop/desktop-hp-prodesk-600-g2-mt-i5_6500-1tb-8gb-win10pro-l/	3609	intel core i5 6500	intel	intel hd  530	5736	964	1000		8	7.35 kg	windows 10 pro
